district,state,subdivision,section,area,catdesc,catcode,total_services,billed_services,units,load
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,HI RISE,domestic,1,36,36.0,12042,201.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,HV GM  TO SR X ROAD,non-domestic and commercial,2,1,1.0,228,36.55
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,INDHIRAMMA STATUE,domestic,1,25,25.0,10788,125.2
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,KAZIPALLY ROA,domestic,1,5,5.0,2072,25.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,KVR COLONY,domestic,1,16,16.0,6635,115.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,LANDMARK TWO-SIDE,domestic,1,43,43.0,16097,224.73
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,MALLAMPET,domestic,1,4,4.0,1305,21.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,MALLAMPET HV,domestic,1,82,82.0,18114,528.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,MALLAMPET SS-3 ROAD,domestic,1,2,2.0,1211,12.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,MALLAMPET SS-3 ROAD,general purpose,7,1,1.0,190,2.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SAI BABA TEMPLE ROAD,domestic,1,29,29.0,9820,150.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SAINATHI SOCITY,domestic,1,2,2.0,760,10.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SAINATHI SOCITY,non-domestic and commercial,2,1,1.0,278,5.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SAINATHI SOCITY,general purpose,7,1,1.0,483,5.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SBI COLONY BACK SIDE,domestic,1,4,4.0,1058,22.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SIMHAPURI COLONY,domestic,1,49,49.0,12744,253.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SRIRAM NAGARGADDA(GRP A),domestic,1,1,1.0,396,3.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SURAMRAMLAXMINAGER(GRP B),domestic,1,1,1.0,125,3.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,SURARAM HV(GRP M),industrial,3,1,1.0,1614,55.5
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,VENKATA PRANEETH LEAF,domestic,1,64,64.0,23010,343.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,VENKATA PRANEETH VENTURE,domestic,1,45,45.0,14768,238.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),AAI MATHA TEMPLE ROAD,domestic,1,1,1.0,450,3.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),APIIC COLONY,domestic,1,1,1.0,61,2.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),APIIC COLONY,non-domestic and commercial,2,2,2.0,6,57.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),BHAGYALAXMI COLONY,domestic,1,2,2.0,740,10.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),I D A,industrial,3,6,6.0,3524,213.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),N L B NAGAR,domestic,1,1,1.0,265,5.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),NEW SHAPUR NAGAR,domestic,1,1,1.0,239,3.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),NEW SHAPUR NAGAR,general purpose,7,1,1.0,0,15.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),NEW SHAPURNAGAR,domestic,1,1,1.0,535,5.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),POCHAMMA TEMPLE STREET,domestic,1,1,1.0,492,6.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SANJAY GANDHI NAGAR,domestic,1,3,3.0,876,10.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SANJAY GANDHI NAGAR-I,domestic,1,2,2.0,510,6.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SHAPUR NAGAR,domestic,1,4,4.0,532,18.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SHAPUR NAGAR,non-domestic and commercial,2,3,3.0,0,76.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SHAPUR NAGAR,industrial,3,1,1.0,238,39.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SHAPUR NAGAR,general purpose,7,1,1.0,0,2.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SMART METERS,domestic,1,3,3.0,665,9.24
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SUBASH NAGAR,domestic,1,1,1.0,265,4.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SUBASH NAGAR,non-domestic and commercial,2,2,2.0,2256,61.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SUBASH NAGAR,industrial,3,3,3.0,2904,145.5
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SUBHASH NAGAR,domestic,1,4,4.0,1431,26.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SUBHASHNAGAR HV,domestic,1,5,5.0,716,23.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),SUBHASHNAGAR HV,non-domestic and commercial,2,2,2.0,2718,68.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),TSIIC COLONY,domestic,1,2,2.0,391,10.0
Medchal,Jeedimetla,JEEDIMETLA,Jeedimetla(ida),VENKATADHRI NAGAR,domestic,1,2,2.0,201,14.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,APURUPA COLONY,domestic,1,11,11.0,3459,55.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,APURUPA COLONY,non-domestic and commercial,2,2,2.0,649,17.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,BOWRAMPET,domestic,1,35,35.0,11249,190.4
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,DOCTORS COLONY,domestic,1,1,1.0,0,5.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,DOLLER HILLES,domestic,1,8,8.0,3191,44.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,DOLLER HILLES,non-domestic and commercial,2,2,2.0,651,10.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,DR BR AMBRAKAR PARK,domestic,1,2,2.0,1099,13.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,GOVT HIGH SCHOOL,domestic,1,3,3.0,205,13.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,HERTIAGE MARKET,domestic,1,4,4.0,1185,25.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,JAGAN STUDIO,domestic,1,5,5.0,1355,34.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,LEAK VIEW COLONY,domestic,1,4,4.0,1064,20.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,MITHULA NAGAR,domestic,1,16,16.0,5835,119.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,NON CT RIGHT SIDE JAGAN STUDIO,domestic,1,2,2.0,895,10.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,NTR PARK,domestic,1,3,3.0,1032,19.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,PRAGATHI NAGAR,domestic,1,1,1.0,198,3.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,PRAGATHI NAGAR HV,domestic,1,3,3.0,5591,101.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,PRAGATHI NAGAR HV,non-domestic and commercial,2,11,11.0,4783,529.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,PRAGATHI NAGAR VIILLAGE,domestic,1,2,2.0,387,7.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,PRAGATHI NAGAR-ST,general purpose,7,1,1.0,18,2.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,PRAGATHI SCHOOL,domestic,1,2,2.0,678,10.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,RUDRA ANANDNAIDU VENTURE,domestic,1,23,23.0,7546,142.5
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,SAI LAXMI LAY OUT,domestic,1,12,12.0,3391,89.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,SBI BANK AREA,domestic,1,5,5.0,1339,23.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,SHILPA LAYOUT,domestic,1,8,8.0,2755,62.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,SRR HIGHT ROOT,domestic,1,26,26.0,8948,151.0
Medchal,Jeedimetla,JEEDIMETLA,Pragathi nagar,SYIDICATE BANK AREA,domestic,1,3,3.0,387,9.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADUPALLY NON CT(GRP M),domestic,1,2,2.0,503,16.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADUPALLY NON CT(GRP M),non-domestic and commercial,2,1,1.0,198,15.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADUR PALLY(GRP A),domestic,1,2,2.0,1096,13.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADUR PALLY(GRP A),non-domestic and commercial,2,1,1.0,611,53.55
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADURPALLY HV(GRP M),domestic,1,14,14.0,5365,94.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADURPALLY HV(GRP M),non-domestic and commercial,2,2,2.0,2553,81.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADURPALLY HV(GRP M),industrial,3,1,1.0,0,15.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BAHADURPALLY HV(GRP M),general purpose,7,2,2.0,305,7.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BHADAURPALLY(GRP A),domestic,1,1,1.0,629,9.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,BHAVYASAI SCHOOL GREEN HILLS,domestic,1,1,1.0,113,3.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,CHAINTYA COLONY(GRP A),domestic,1,1,1.0,468,10.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,CHURCH GAGILAPUR-214(GRP B),domestic,1,1,1.0,333,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,D.P.PALLY HV(GRP M),domestic,1,6,6.0,1466,26.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,D.P.PALLY HV(GRP M),non-domestic and commercial,2,5,5.0,2075,127.55
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,D.P.PALLY HV(GRP M),industrial,3,1,1.0,859,36.75
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,D.POCHAMPALLY(GRP B),domestic,1,2,2.0,863,10.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DP PALLY NON CT(GRP M),domestic,1,5,5.0,1418,24.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DP PALLY NON CT(GRP M),non-domestic and commercial,2,2,2.0,196,15.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DP PALLY(GRP A),domestic,1,4,4.0,1351,19.35
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DUNDIGAL HV(GRP M),domestic,1,2,2.0,526,9.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DUNDIGAL HV(GRP M),non-domestic and commercial,2,2,2.0,2266,65.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DUNDIGAL HV(GRP M),industrial,3,1,1.0,530,15.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DUNDIGAL HV(GRP M),general purpose,7,1,1.0,104,25.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DUNDIGAL NON CT(GRP M),domestic,1,3,3.0,1297,13.22
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,DUNDIGAL NON CT(GRP M),non-domestic and commercial,2,2,2.0,546,21.44
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,GAGILAPUR CHURCH(GRP A),domestic,1,1,1.0,372,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,GAGILAPUR HV(GRP M),domestic,1,9,9.0,3402,51.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,GAGILAPUR HV(GRP M),non-domestic and commercial,2,3,3.0,5624,128.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,GANDIMAISAMMALONGSERVICE(GRPA),domestic,1,2,2.0,777,6.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,GANDIMAISAMMAXROAD(GRP B),domestic,1,4,4.0,1271,13.4
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,SAI POOJA THEATRE HV,domestic,1,10,10.0,2375,39.26
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,SAI POOJA THEATRE HV,general purpose,7,2,2.0,154,12.87
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,SARE GUDAM(GRP A),domestic,1,1,1.0,1,3.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,SIDDRATH NAGAR(GRP A),domestic,1,1,1.0,39,3.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,SRINIVASNAGARCOLONY(GRP B),domestic,1,2,2.0,247,6.3
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,SURARAM RIGHT SIDEROAD(GRP B),domestic,1,1,1.0,194,3.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,TT NAGAR(GRP A),domestic,1,1,1.0,150,1.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,UDAYAGIRI COLONY BAHADURPALLY,domestic,1,1,1.0,317,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,VDRSTREETANDANAND NAGAR(GRP B),domestic,1,1,1.0,150,1.0
Medchal,Jeedimetla,SHAPUR NAGAR,D p pally,ZPH SCHOOL ROAD(GRP A),domestic,1,2,2.0,562,8.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,000159-SR NAIK NAGAR,domestic,1,18,18.0,3161,82.5
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,000159-SR NAIK NAGAR,non-domestic and commercial,2,1,1.0,222,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,APURUPA COLONY,domestic,1,2,2.0,638,18.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,APURUPA TOWN SHIP,domestic,1,1,1.0,228,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,BAGHAT SINGH NAGAR,domestic,1,4,4.0,313,12.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,GIRI HOSPITAL SAI BABA NAGAR,domestic,1,3,3.0,474,11.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,HAL COLONY,domestic,1,12,12.0,2185,56.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,HAL COLONY,non-domestic and commercial,2,1,1.0,416,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,HAL EMPLOYEES H.COMPLEX,domestic,1,3,3.0,489,11.7
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,HETRO BACK SIDE,domestic,1,1,1.0,0,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,IDA JEEDIMETLA,industrial,3,1,1.0,803,37.5
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,JEEDIMETLA PHASE-6,non-domestic and commercial,2,2,2.0,2512,61.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,PHASE-3,domestic,1,1,1.0,234,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,PHASE-3,industrial,3,1,1.0,126,48.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,PRIYANKA NAGAR,domestic,1,1,1.0,120,3.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,HIGH VALUE,domestic,1,251,251.0,120989,2083.16
Medchal,Medchal,MEDCHAL,Gundlapochampally,HIGH VALUE,non-domestic and commercial,2,11,11.0,8629,279.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,HIGH VALUE,industrial,3,5,5.0,1896,237.57
Medchal,Medchal,MEDCHAL,Gundlapochampally,HIGH VALUE,general purpose,7,1,1.0,9,2.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,HIGH VALUE 0231,domestic,1,1,1.0,89,5.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,KANDLAKOYA,domestic,1,16,16.0,4643,134.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,KANDLAKOYA,non-domestic and commercial,2,6,6.0,3856,136.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,KANDLAKOYA,general purpose,7,1,1.0,704,21.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,MAISAMAGUDA,domestic,1,1,1.0,343,8.0
Medchal,Medchal,MEDCHAL,Gundlapochampally,NEIGHBOUR HOOD GC,domestic,1,56,56.0,22841,836.0
Medchal,Medchal,MEDCHAL,Medchal rural,ATTIVELLY HV,domestic,1,31,31.0,12684,196.0
Medchal,Medchal,MEDCHAL,Medchal rural,ATTIVELLY HV,non-domestic and commercial,2,5,5.0,5158,108.5
Medchal,Medchal,MEDCHAL,Medchal rural,ATTIVELLY HV,general purpose,7,1,1.0,23,2.0
Medchal,Medchal,MEDCHAL,Medchal rural,BASARGADI HV,domestic,1,4,4.0,2287,51.0
Medchal,Medchal,MEDCHAL,Medchal rural,DABEERPUR HV,domestic,1,1,1.0,468,5.0
Medchal,Medchal,MEDCHAL,Medchal rural,GIRMAPOOR HV,domestic,1,1,1.0,438,5.0
Medchal,Medchal,MEDCHAL,Medchal rural,GOWDAVALLI HV,domestic,1,53,53.0,24013,351.02
Medchal,Medchal,MEDCHAL,Medchal rural,GOWDAVALLI HV,non-domestic and commercial,2,2,2.0,1173,105.0
Medchal,Medchal,MEDCHAL,Medchal rural,GOWDAVALLI HV,general purpose,7,3,3.0,1633,86.0
Medchal,Medchal,MEDCHAL,Medchal rural,NUTANKAL HV,domestic,1,1,1.0,643,5.32
Medchal,Medchal,MEDCHAL,Medchal rural,RAILAPUR HV,domestic,1,1,1.0,543,5.0
Medchal,Medchal,MEDCHAL,Medchal rural,RAVALKOLE HV,domestic,1,2,2.0,1234,35.0
Medchal,Medchal,MEDCHAL,Medchal rural,RAVALKOLE HV,non-domestic and commercial,2,2,2.0,638,43.0
Medchal,Medchal,MEDCHAL,Medchal rural,RAVALKOLE HV,general purpose,7,3,3.0,2538,64.0
Medchal,Medchal,MEDCHAL,Medchal rural,SOMARAM HV,domestic,1,2,2.0,266,15.2
Medchal,Medchal,MEDCHAL,Medchal rural,SREERANGAVARAM HV,domestic,1,2,2.0,859,10.0
Medchal,Medchal,MEDCHAL,Medchal rural,YELLAMPET HV,domestic,1,1,1.0,307,3.0
Medchal,Medchal,MEDCHAL,Medchal rural,YELLAMPET HV,non-domestic and commercial,2,1,1.0,738,30.0
Medchal,Medchal,MEDCHAL,Medchal town,HV INDUSTRIAL AREA ,domestic,1,3,3.0,191,15.0
Medchal,Medchal,MEDCHAL,Medchal town,HV INDUSTRIAL AREA ,non-domestic and commercial,2,5,5.0,2239,97.0
Medchal,Medchal,MEDCHAL,Medchal town,HV INDUSTRIAL AREA ,industrial,3,2,2.0,1652,104.25
Medchal,Medchal,MEDCHAL,Medchal town,HV KISTAPURU,domestic,1,1,1.0,229,3.0
Medchal,Medchal,MEDCHAL,Medchal town,HV KLR,domestic,1,33,33.0,11899,174.2
Medchal,Medchal,MEDCHAL,Medchal town,HV KLR,non-domestic and commercial,2,5,5.0,2284,116.3
Medchal,Medchal,MEDCHAL,Medchal town,HV MUNIRABAD,domestic,1,3,3.0,1232,13.3
Medchal,Medchal,MEDCHAL,Medchal town,HV MUNIRABAD,non-domestic and commercial,2,1,1.0,1012,45.0
Medchal,Medchal,MEDCHAL,Medchal town,HV NGO`S COLONY,domestic,1,1,1.0,282,5.0
Medchal,Medchal,MEDCHAL,Medchal town,HV NGO`S COLONY,non-domestic and commercial,2,1,1.0,46,10.0
Medchal,Medchal,MEDCHAL,Medchal town,HV PUDURU,domestic,1,3,3.0,1526,56.4
Medchal,Medchal,MEDCHAL,Medchal town,HV PUDURU,non-domestic and commercial,2,3,3.0,2018,66.55
Medchal,Medchal,MEDCHAL,Medchal town,HV RAJABOLLARAM-1,non-domestic and commercial,2,1,1.0,328,26.6
Medchal,Medchal,MEDCHAL,Medchal town,HV TOWN,domestic,1,27,27.0,8040,125.57
Medchal,Medchal,MEDCHAL,Medchal town,HV TOWN,non-domestic and commercial,2,7,7.0,2623,60.0
Medchal,Medchal,SHAMEERPET,Aliabad,ALIABAD,domestic,1,11,11.0,4228,61.24
Medchal,Medchal,SHAMEERPET,Aliabad,ALIABAD,non-domestic and commercial,2,3,3.0,499,51.0
Medchal,Medchal,SHAMEERPET,Aliabad,ALIABAD,industrial,3,1,1.0,313,15.0
Medchal,Medchal,SHAMEERPET,Aliabad,ALIABAD,general purpose,7,2,2.0,608,16.0
Medchal,Medchal,SHAMEERPET,Aliabad,ANANTHARAM,domestic,1,1,1.0,587,5.0
Medchal,Medchal,SHAMEERPET,Aliabad,JAGANGUDA,domestic,1,2,2.0,696,11.0
Medchal,Medchal,SHAMEERPET,Aliabad,JAGANGUDA,non-domestic and commercial,2,1,1.0,604,15.0
Medchal,Medchal,SHAMEERPET,Aliabad,JAGANGUDA,general purpose,7,1,1.0,2601,54.0
Medchal,Medchal,SHAMEERPET,Aliabad,KESHAWARAM,non-domestic and commercial,2,2,2.0,1651,120.0
Medchal,Medchal,SHAMEERPET,Aliabad,KOLTHUR,domestic,1,1,1.0,302,3.0
Medchal,Medchal,SHAMEERPET,Aliabad,KOLTHUR,non-domestic and commercial,2,1,1.0,138,3.0
Medchal,Medchal,SHAMEERPET,Aliabad,KOLTHUR,general purpose,7,1,1.0,94,7.0
Medchal,Medchal,SHAMEERPET,Aliabad,LAXMAPUR,general purpose,7,1,1.0,65,2.0
Medchal,Medchal,SHAMEERPET,Aliabad,LGM PET,domestic,1,3,3.0,1096,13.0
Medchal,Medchal,SHAMEERPET,Aliabad,MAJEEDPUR,domestic,1,13,13.0,3933,48.05
Medchal,Medchal,SHAMEERPET,Aliabad,MAJEEDPUR,non-domestic and commercial,2,1,1.0,432,17.0
Medchal,Medchal,SHAMEERPET,Aliabad,MC PALLY,non-domestic and commercial,2,1,1.0,340,25.0
Medchal,Medchal,SHAMEERPET,Aliabad,MURAHARIPALLY,domestic,1,10,10.0,4263,49.3
Medchal,Medchal,SHAMEERPET,Aliabad,MURAHARIPALLY,non-domestic and commercial,2,1,1.0,853,25.0
Medchal,Medchal,SHAMEERPET,Aliabad,THURKAPALLY,domestic,1,4,4.0,1047,19.0
Medchal,Medchal,SHAMEERPET,Aliabad,THURKAPALLY,non-domestic and commercial,2,3,3.0,1821,94.0
Medchal,Medchal,SHAMEERPET,Aliabad,THURKAPALLY,general purpose,7,1,1.0,300,2.0
Medchal,Medchal,SHAMEERPET,Aliabad,YADARAM,general purpose,7,1,1.0,0,4.0
Medchal,Medchal,SHAMEERPET,Shameerpet,ADRAS PALLY,domestic,1,1,1.0,333,3.0
Medchal,Medchal,SHAMEERPET,Shameerpet,BOMARASPET,domestic,1,1,1.0,390,13.0
Medchal,Medchal,SHAMEERPET,Shameerpet,DEVARAYAMAJAL,domestic,1,87,87.0,45408,764.48
Medchal,Medchal,SHAMEERPET,Shameerpet,DEVARAYAMAJAL,non-domestic and commercial,2,9,9.0,4845,229.55
Medchal,Medchal,SHAMEERPET,Shameerpet,DEVARAYAMAJAL,general purpose,7,2,2.0,626,18.0
Medchal,Medchal,SHAMEERPET,Shameerpet,KESHAVAPUR,domestic,1,1,1.0,498,5.0
Medchal,Medchal,SHAMEERPET,Shameerpet,KESHAVAPUR,non-domestic and commercial,2,1,1.0,0,13.0
Medchal,Medchal,SHAMEERPET,Shameerpet,PONNAL,domestic,1,2,2.0,641,10.0
Medchal,Medchal,SHAMEERPET,Shameerpet,PONNAL,non-domestic and commercial,2,4,4.0,3587,83.0
Medchal,Medchal,SHAMEERPET,Shameerpet,PONNAL,general purpose,7,1,1.0,1065,55.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,VEENUS ROCK HEIGHTS,domestic,1,3,3.0,857,13.0
Medchal,Medchal,SHAMEERPET,Shameerpet,POTHAIPALLY S.L.,domestic,1,5,5.0,2765,29.2
Medchal,Medchal,SHAMEERPET,Shameerpet,SHAMEERPET,domestic,1,33,33.0,14193,260.0
Medchal,Medchal,SHAMEERPET,Shameerpet,SHAMEERPET,non-domestic and commercial,2,4,4.0,1472,152.0
Medchal,Medchal,SHAMEERPET,Shameerpet,SHAMEERPET,general purpose,7,1,1.0,0,2.0
Medchal,Medchal,SHAMEERPET,Shameerpet,THUMUKUNTA,domestic,1,34,34.0,16207,256.86
Medchal,Medchal,SHAMEERPET,Shameerpet,THUMUKUNTA,non-domestic and commercial,2,1,1.0,699,13.0
Medchal,Medchal,SHAMEERPET,Shameerpet,THUMUKUNTA,general purpose,7,1,1.0,0,2.0
Medchal,Medchal,SHAMEERPET,Shameerpet,THUMUKUNTA,temporary supply,8,1,1.0,633,10.0
Medchal,Medchal,SHAMEERPET,Shameerpet,UDDAMARRY,domestic,1,2,2.0,728,13.0
Medchal,Medchal,SHAMEERPET,Shameerpet,UPPARAPALLY,domestic,1,6,6.0,2026,29.0
Medchal,Medchal,SHAMEERPET,Shameerpet,UPPARAPALLY,non-domestic and commercial,2,1,1.0,322,16.0
Medchal,Medchal,SHAMEERPET,Shameerpet,USHAR PALLY,domestic,1,1,1.0,577,10.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,RAJIV GANDHI NAGAR,domestic,1,1,1.0,23,3.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,S.R.C.NAYAK NAGAR,domestic,1,1,1.0,268,5.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,SAI BABA NAGAR,domestic,1,4,4.0,1071,16.32
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,SAIBABANAGAR-1,domestic,1,1,1.0,286,3.4
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,SHIVALAYA NAGAR,domestic,1,1,1.0,307,9.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,SHNR ADE SERVICES,industrial,3,1,1.0,97,74.25
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,SMART METERS,domestic,1,2,2.0,245,6.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,SRI RAM NAGAR COLONY,domestic,1,9,9.0,1787,34.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,TARA BAI DTR,domestic,1,1,1.0,288,3.0
Medchal,Jeedimetla,SHAPUR NAGAR,Shapurnagar,VENKATRAM NAGAR,domestic,1,2,2.0,499,10.0
